stock_code,short_name,list_date2
002318,久立特材,2009-12-11
002319,乐通股份,2009-12-11
002320,海峡股份,2009-12-16
002321,华英农业,2009-12-16
002322,理工能科,2009-12-18
002323,雅博股份,2009-12-18
002324,普利特,2009-12-18
002325,洪涛股份,2009-12-22
002326,永太科技,2009-12-22
002327,富安娜,2009-12-30
002328,新朋股份,2009-12-30
002329,皇氏集团,2010-01-06
002330,得利斯,2010-01-06
002331,皖通科技,2010-01-06
002332,仙琚制药,2010-01-12
002333,罗普斯金,2010-01-12
002334,英威腾,2010-01-13
002335,科华数据,2010-01-13
002336,人人乐,2010-01-13
002337,赛象科技,2010-01-15
002338,奥普光电,2010-01-15
002339,积成电子,2010-01-22
002340,格林美,2010-01-22
002341,新纶新材,2010-01-22
002342,巨力索具,2010-01-26
002343,慈文传媒,2010-01-26
002344,海宁皮城,2010-01-26
002345,潮宏基,2010-01-28
002346,柘中股份,2010-01-28
002347,泰尔股份,2010-01-28
002348,高乐股份,2010-02-03
002349,精华制药,2010-02-03
002350,北京科锐,2010-02-03
002351,漫步者,2010-02-05
002352,顺丰控股,2010-02-05
002353,杰瑞股份,2010-02-05
002354,天娱数科,2010-02-09
002355,兴民智通,2010-02-09
002356,赫美集团,2010-02-09
002357,富临运业,2010-02-10
002358,森源电气,2010-02-10
002359,北讯退,
002360,同德化工,2010-03-03
002361,神剑股份,2010-03-03
002362,汉王科技,2010-03-03
002363,隆基机械,2010-03-05
002364,中恒电气,2010-03-05
002365,永安药业,2010-03-05
002366,融发核电,2010-03-12
002367,康力电梯,2010-03-12
002368,太极股份,2010-03-12
002369,卓翼科技,2010-03-16
002370,亚太药业,2010-03-16
002371,北方华创,2010-03-16
002372,伟星新材,2010-03-18
002373,千方科技,2010-03-18
002374,中锐股份,2010-03-18
002375,亚厦股份,2010-03-23
002376,新北洋,2010-03-23
002377,国创高新,2010-03-23
002378,章源钨业,2010-03-31
002379,宏创控股,2010-03-31
002380,科远智慧,2010-03-31
002381,双箭股份,2010-04-02
002382,蓝帆医疗,2010-04-02
002383,合众思壮,2010-04-02
002384,东山精密,2010-04-09
002385,大北农,2010-04-09
002386,天原股份,2010-04-09
002387,维信诺,2010-04-13
002388,新亚制程,2010-04-13
002389,航天彩虹,2010-04-13
002390,信邦制药,2010-04-16
002391,长青股份,2010-04-16
002392,北京利尔,2010-04-23
002393,力生制药,2010-04-23
002394,联发股份,2010-04-23
002395,双象股份,2010-04-29
002396,星网锐捷,2010-06-23
002397,梦洁股份,2010-04-29
002398,垒知集团,2010-05-06
002399,海普瑞,2010-05-06
002400,省广集团,2010-05-06
002401,中远海科,2010-05-06
002402,和而泰,2010-05-11
002403,爱仕达,2010-05-11
002404,嘉欣丝绸,2010-05-11
002405,四维图新,2010-05-18
002406,远东传动,2010-05-18
002407,多氟多,2010-05-18
002408,齐翔腾达,2010-05-18
002409,雅克科技,2010-05-25
002410,广联达,2010-05-25
002411,必康退,
002412,汉森制药,2010-05-25
002413,雷科防务,2010-05-28
002414,高德红外,2010-07-16
002415,海康威视,2010-05-28
002416,爱施德,2010-05-28
002417,深南退,
002418,康盛股份,2010-06-01
002419,天虹股份,2010-06-01
002420,毅昌科技,2010-06-01
002421,达实智能,2010-06-03
002422,科伦药业,2010-06-03
002423,中粮资本,2010-06-03
002424,贵州百灵,2010-06-03
002425,凯撒文化,2010-06-08
002426,胜利精密,2010-06-08
002427,尤夫股份,2010-06-08
002428,云南锗业,2010-06-08
002429,兆驰股份,2010-06-10
002430,杭氧股份,2010-06-10
002431,棕榈股份,2010-06-10
002432,九安医疗,2010-06-10
002433,*ST太安,2010-06-18
002434,万里扬,2010-06-18
002435,长江健康,2010-06-18
002436,兴森科技,2010-06-18
002437,誉衡药业,2010-06-23
002438,江苏神通,2010-06-23
002439,启明星辰,2010-06-23
002440,闰土股份,2010-07-06
002441,众业达,2010-07-06
002442,龙星化工,2010-07-06
002443,金洲管道,2010-07-06
002444,巨星科技,2010-07-13
002445,中南文化,2010-07-13
002446,盛路通信,2010-07-13
002447,晨鑫退,
002448,中原内配,2010-07-16
002449,国星光电,2010-07-16
002450,康得退,
002451,摩恩电气,2010-07-20
002452,长高电新,2010-07-20
002453,华软科技,2010-07-20
002454,松芝股份,2010-07-20
002455,百川股份,2010-08-03
002456,欧菲光,2010-08-03
002457,青龙管业,2010-08-03
002458,益生股份,2010-08-10
002459,晶澳科技,2010-08-10
002460,赣锋锂业,2010-08-10
002461,珠江啤酒,2010-08-18
002462,嘉事堂,2010-08-18
002463,沪电股份,2010-08-18
002464,众应退,
002465,海格通信,2010-08-31
002466,天齐锂业,2010-08-31
002467,二六三,2010-09-08
002468,申通快递,2010-09-08
002469,三维化学,2010-09-08
002470,金正大,2010-09-08
002471,中超控股,2010-09-10
002472,双环传动,2010-09-10
002473,圣莱退,
002474,榕基软件,2010-09-15
002475,立讯精密,2010-09-15
002476,宝莫股份,2010-09-15
002477,雏鹰退,
002478,常宝股份,2010-09-21
002479,富春环保,2010-09-21
002480,新筑股份,2010-09-21
002481,双塔食品,2010-09-21
002482,*ST广田,2010-09-29
002483,润邦股份,2010-09-29
002484,江海股份,2010-09-29
002485,*ST雪发,2010-10-15
002486,嘉麟杰,2010-10-15
002487,大金重工,2010-10-15
002488,金固股份,2010-10-21
002489,浙江永强,2010-10-21
002490,山东墨龙,2010-10-21
002491,通鼎互联,2010-10-21
002492,恒基达鑫,2010-11-02
002493,荣盛石化,2010-11-02
002494,华斯股份,2010-11-02
002495,佳隆股份,2010-11-02
002496,辉丰股份,2010-11-09
002497,雅化集团,2010-11-09
002498,汉缆股份,2010-11-09
002499,科林退,
002500,山西证券,2010-11-15
002501,利源股份,2010-11-17
002502,ST鼎龙,2010-11-17
002503,*ST搜特,
002504,*ST弘高,
002505,鹏都农牧,2010-11-18
002506,协鑫集成,2010-11-18
002507,涪陵榨菜,2010-11-23
002508,老板电器,2010-11-23
002509,天茂退,
002510,天汽模,2010-11-25
002511,中顺洁柔,2010-11-25
002512,达华智能,2010-12-03
002513,蓝丰生化,2010-12-03
002514,宝馨科技,2010-12-03
002515,金字火腿,2010-12-03
002516,旷达科技,2010-12-07
002517,恺英网络,2010-12-07
002518,科士达,2010-12-07
002519,银河电子,2010-12-07
002520,日发精机,2010-12-10
002521,齐峰新材,2010-12-10
002522,浙江众成,2010-12-10
002523,天桥起重,2010-12-10
002524,光正眼科,2010-12-17
002526,山东矿机,2010-12-17
002527,新时达,2010-12-24
002528,英飞拓,2010-12-24
002529,海源复材,2010-12-24
002530,金财互联,2010-12-31
002531,天顺风能,2010-12-31
002532,天山铝业,2010-12-31
002533,金杯电工,2010-12-31
002534,西子洁能,2011-01-10
002535,林州重机,2011-01-11
002536,飞龙股份,2011-01-11
002537,海联金汇,2011-01-10
002538,司尔特,2011-01-18
002539,云图控股,2011-01-18
002540,亚太科技,2011-01-18
002541,鸿路钢构,2011-01-18
002542,中化岩土,2011-01-28
002543,万和电气,2011-01-28
002544,普天科技,2011-01-28
002545,东方铁塔,2011-02-11
002546,新联电子,2011-02-11
002547,春兴精工,2011-02-18
002548,金新农,2011-02-18
002549,凯美特气,2011-02-18
002550,千红制药,2011-02-18
002551,尚荣医疗,2011-02-25
002552,宝鼎科技,2011-02-25
002553,南方精工,2011-02-25
002554,惠博普,2011-02-25
002555,三七互娱,2011-03-02
002556,辉隆股份,2011-03-02
002557,洽洽食品,2011-03-02
002558,巨人网络,2011-03-02
002559,亚威股份,2011-03-03
002560,通达股份,2011-03-03
002561,徐家汇,2011-03-03
002562,兄弟科技,2011-03-10
002563,森马服饰,2011-03-11
002564,*ST天沃,2011-03-10
002565,顺灏股份,2011-03-18
002566,益盛药业,2011-03-18
002567,唐人神,2011-03-25
002568,百润股份,2011-03-25
002569,ST步森,2011-04-12
002570,贝因美,2011-04-12
002571,德力股份,2011-04-12
002572,索菲亚,2011-04-12
002573,清新环境,2011-04-22
002574,明牌珠宝,2011-04-22
002575,群兴玩具,2011-04-22
002576,通达动力,2011-04-28
002577,雷柏科技,2011-04-28
002578,闽发铝业,2011-04-28
002579,中京电子,2011-05-06
002580,圣阳股份,2011-05-06
002581,未名医药,2011-05-20
002582,好想你,2011-05-20
002583,海能达,2011-05-27
002584,西陇科学,2011-06-02
002585,双星新材,2011-06-02
002586,*ST围海,2011-06-02
002587,奥拓电子,2011-06-10
002588,史丹利,2011-06-10
002589,瑞康医药,2011-06-10
002590,万安科技,2011-06-10
002591,恒大高新,2011-06-21
002592,ST八菱,2011-11-11
002593,日上集团,2011-06-28
002594,比亚迪,2011-06-30
002595,豪迈科技,2011-06-28
002596,海南瑞泽,2011-07-07
002597,金禾实业,2011-07-07
002598,山东章鼓,2011-07-07
002599,盛通股份,2011-07-15
002600,领益智造,2011-07-15
002601,龙佰集团,2011-07-15
002602,世纪华通,2011-07-28
002603,以岭药业,2011-07-28
002604,龙力退,
002605,姚记科技,2011-08-05
002606,大连电瓷,2011-08-05
002607,中公教育,2011-08-10
002608,江苏国信,2011-08-10
002609,捷顺科技,2011-08-15
002610,爱康科技,2011-08-15
002611,东方精工,2011-08-30
002612,朗姿股份,2011-08-30
002613,北玻股份,2011-08-30
002614,奥佳华,2011-09-09
002615,哈尔斯,2011-09-09
002616,长青集团,2011-09-20
002617,露笑科技,2011-09-20
002618,丹邦退,
002619,*ST艾格,
002620,瑞和股份,2011-09-29
002621,美吉姆,2011-09-29
002622,皓宸医疗,2011-10-18
002623,亚玛顿,2011-10-13
002624,完美世界,2011-10-28
002625,光启技术,2011-11-03
002626,金达威,2011-10-28
002627,三峡旅游,2011-11-03
002628,成都路桥,2011-11-03
002629,仁智股份,2011-11-03
002630,华西能源,2011-11-11
002631,德尔未来,2011-11-11
002632,道明光学,2011-11-22
002633,申科股份,2011-11-22
002634,棒杰股份,2011-12-05
002635,安洁科技,2011-11-25
002636,金安国纪,2011-11-25
002637,赞宇科技,2011-11-25
002638,勤上股份,2011-11-25
002639,雪人股份,2011-12-05
002640,跨境通,2011-12-08
002641,公元股份,2011-12-08
002642,荣联科技,2011-12-20
002643,万润股份,2011-12-20
002644,佛慈制药,2011-12-22
002645,华宏科技,2011-12-20
002646,天佑德酒,2011-12-22
002647,仁东控股,2011-12-28
002648,卫星化学,2011-12-28
002649,博彦科技,2012-01-06
002650,加加食品,2012-01-06
002651,利君股份,2012-01-06
002652,扬子新材,2012-01-19
002653,海思科,2012-01-17
002654,万润科技,2012-02-17
002655,共达电声,2012-02-17
002656,ST摩登,2012-02-28
002657,中科金财,2012-02-28
002658,雪迪龙,2012-03-09
002659,凯文教育,2012-03-09
002660,茂硕电源,2012-03-16
002661,克明食品,2012-03-16
002662,京威股份,2012-03-09
002663,普邦股份,2012-03-16
002664,信质集团,2012-03-16
002665,首航高科,2012-03-27
002666,德联集团,2012-03-27
002667,威领股份,2012-03-29
002668,奥马电器,2012-04-16
002669,康达新材,2012-04-16
002670,国盛金控,2012-04-16
002671,龙泉股份,2012-04-26
002672,东江环保,2012-04-26
002673,西部证券,2012-05-03
002674,兴业科技,2012-05-07
002675,东诚药业,2012-05-25
002676,顺威股份,2012-05-25
002677,浙江美大,2012-05-25
002678,珠江钢琴,2012-05-30
002679,福建金森,2012-06-05
002680,长生退,
002681,奋达科技,2012-06-05
002682,龙洲股份,2012-06-12
002683,广东宏大,2012-06-12
002684,猛狮退,
002685,华东重机,2012-06-12
002686,亿利达,2012-07-03
002687,乔治白,2012-07-13
002688,金河生物,2012-07-13
002689,远大智能,2012-07-17
002690,美亚光电,2012-07-31
002691,冀凯股份,2012-07-31
002692,ST远程,2012-08-08
002693,双成药业,2012-08-08
002694,顾地科技,2012-08-16
002695,煌上煌,2012-09-05
002696,百洋股份,2012-09-05
002697,红旗连锁,2012-09-05
002698,博实股份,2012-09-11
002699,*ST美盛,2012-09-11
002700,ST浩源,2012-09-21
002701,奥瑞金,2012-10-11
002702,海欣食品,2012-10-11
002703,浙江世宝,2012-11-02
002705,新宝股份,2014-01-21
002706,良信股份,2014-01-21
002707,众信旅游,2014-01-23
002708,光洋股份,2014-01-21
002709,天赐材料,2014-01-23
002711,欧浦退,
002712,思美传媒,2014-01-23
002713,东易日盛,2014-02-19
002714,牧原股份,2014-01-28
002715,登云股份,2014-02-19
002716,金贵银业,2014-01-28
002717,岭南股份,2014-02-19
002718,友邦吊顶,2014-01-28
002719,麦趣尔,2014-01-28
002721,*ST金一,2014-01-27
002722,物产金轮,2014-01-28
002723,小崧股份,2014-01-29
002724,海洋王,2014-11-04
002725,跃岭股份,2014-01-29
002726,龙大美食,2014-06-26
002727,一心堂,2014-07-02
002728,特一药业,2014-07-31
002729,好利科技,2014-09-12
002730,电光科技,2014-10-09
002731,萃华珠宝,2014-11-04
002732,燕塘乳业,2014-12-05
002733,雄韬股份,2014-12-03
002734,利民股份,2015-01-27
002735,王子新材,2014-12-03
002736,国信证券,2014-12-29
002737,葵花药业,2014-12-30
002738,中矿资源,2014-12-30
002739,万达电影,2015-01-22
002740,*ST爱迪,2015-01-22
002741,光华科技,2015-02-16
002742,ST三圣,2015-02-17
002743,富煌钢构,2015-02-17
002745,木林森,2015-02-17
002746,仙坛股份,2015-02-16
002747,埃斯顿,2015-03-20
002748,世龙实业,2015-03-19
002749,国光股份,2015-03-20
002750,龙津药业,2015-03-24
002751,易尚退,
002752,昇兴股份,2015-04-22
002753,永东股份,2015-05-19
002755,奥赛康,2015-05-15
002756,永兴材料,2015-05-15
002757,南兴股份,2015-05-27
002758,浙农股份,2015-05-27
002759,天际股份,2015-05-28
002760,凤形股份,2015-06-11
002761,浙江建投,2015-06-10
002762,金发拉比,2015-06-10
002763,汇洁股份,2015-06-10
002765,蓝黛科技,2015-06-12
002766,索菱股份,2015-06-11
002767,先锋电子,2015-06-12
002768,国恩股份,2015-06-30
002769,普路通,2015-06-29
002770,科迪退,
002771,真视通,2015-06-29
002772,众兴菌业,2015-06-26
002773,康弘药业,2015-06-26
002774,快意电梯,2017-03-24
002775,文科园林,2015-06-29
002776,*ST柏龙,2015-06-26
002777,久远银海,2015-12-31
002778,中晟高科,2016-01-06
002779,中坚科技,2015-12-09
002780,三夫户外,2015-12-09
002781,奇信退,
002782,可立克,2015-12-22
002783,凯龙股份,2015-12-09
002785,万里石,2015-12-23
002786,银宝山新,2015-12-23
002787,华源控股,2015-12-31
002788,鹭燕医药,2016-02-18
002789,建艺集团,2016-03-11
002790,瑞尔特,2016-03-08
002791,坚朗五金,2016-03-29
002792,通宇通讯,2016-03-28
002793,罗欣药业,2016-04-15
002795,永和智控,2016-04-28
002796,世嘉科技,2016-05-10
002797,第一创业,2016-05-11
002798,帝欧家居,2016-05-25
002799,环球印务,2016-06-08
002800,ST天顺,2016-05-30
002801,微光股份,2016-06-22
002802,洪汇新材,2016-06-29
002803,吉宏股份,2016-07-12
002805,丰元股份,2016-07-07
002806,华锋股份,2016-07-26
002807,江阴银行,2016-09-02
002808,ST恒久,2016-08-12
002809,红墙股份,2016-08-23
002810,山东赫达,2016-08-26
002811,郑中设计,2016-09-08
002812,恩捷股份,2016-09-14
002813,路畅科技,2016-10-12
002815,崇达技术,2016-10-12
002816,*ST和科,2016-10-25
002817,黄山胶囊,2016-10-25
002818,富森美,2016-11-09
002819,东方中科,2016-11-11
002820,桂发祥,2016-11-18
002821,凯莱英,2016-11-18
002822,中装建设,2016-11-29
002823,凯中精密,2016-11-24
002824,和胜股份,2017-01-12
002825,纳尔股份,2016-11-29
002826,易明医药,2016-12-09
002827,高争民爆,2016-12-09
002828,贝肯能源,2016-12-08
002829,星网宇达,2016-12-13
002830,名雕股份,2016-12-13
002831,裕同科技,2016-12-16
002832,比音勒芬,2016-12-23
002833,弘亚数控,2016-12-28
002835,同为股份,2016-12-28
002836,新宏泽,2016-12-29
002837,英维克,2016-12-29
002838,道恩股份,2017-01-06
002839,张家港行,2017-01-24
002840,华统股份,2017-01-10
002841,视源股份,2017-01-19
002842,翔鹭钨业,2017-01-19
002843,泰嘉股份,2017-01-20
002845,同兴达,2017-01-25
002846,英联股份,2017-02-07
002847,盐津铺子,2017-02-08
002848,高斯贝尔,2017-02-13
002849,威星智能,2017-02-17
002850,科达利,2017-03-02
002851,麦格米特,2017-03-06
002852,道道全,2017-03-10
002853,皮阿诺,2017-03-10
002855,捷荣技术,2017-03-21
002856,美芝股份,2017-03-20
002857,三晖电气,2017-03-23
002858,力盛体育,2017-03-24
002859,洁美科技,2017-04-07
002860,星帅尔,2017-04-12
002861,瀛通通讯,2017-04-13
002862,实丰文化,2017-04-11
002863,今飞凯达,2017-04-18
002864,盘龙药业,2017-11-16
002865,钧达股份,2017-04-25
002866,传艺科技,2017-04-26
002867,周大生,2017-04-27
002868,绿康生化,2017-05-03
002869,金溢科技,2017-05-15
002870,香山股份,2017-05-15
002871,伟隆股份,2017-05-11
002872,ST天圣,2017-05-19
002873,新天药业,2017-05-19
002875,安奈儿,2017-06-01
002876,三利谱,2017-05-25
002877,智能自控,2017-06-05
002878,元隆雅图,2017-06-06
002879,长缆科技,2017-07-07
002880,卫光生物,2017-06-16
002881,美格智能,2017-06-22
002882,金龙羽,2017-07-17
002883,中设股份,2017-06-20
002884,凌霄泵业,2017-07-11
002885,京泉华,2017-06-27
002886,沃特股份,2017-06-27
002887,绿茵生态,2017-08-01
002888,惠威科技,2017-07-21
002889,东方嘉盛,2017-07-31
002890,弘宇股份,2017-08-02
002891,中宠股份,2017-08-21
002892,科力尔,2017-08-17
002893,京能热力,2017-09-15
002895,川恒股份,2017-08-25
002896,中大力德,2017-08-29
002897,意华股份,2017-09-07
002898,赛隆药业,2017-09-12
002899,英派斯,2017-09-15
002900,哈三联,2017-09-22
002901,大博医疗,2017-09-22
002902,铭普光磁,2017-09-29
002903,宇环数控,2017-10-13
002905,金逸影视,2017-10-16
002906,华阳集团,2017-10-13
002907,华森制药,2017-10-20
002908,德生科技,2017-10-20
002909,集泰股份,2017-10-26
002910,庄园牧场,2017-10-31
002911,佛燃能源,2017-11-22
002912,中新赛克,2017-11-21
002913,奥士康,2017-12-01
002915,中欣氟材,2017-12-05
002916,深南电路,2017-12-13
002917,金奥博,2017-12-08
002918,蒙娜丽莎,2017-12-19
002919,名臣健康,2017-12-18
002920,德赛西威,2017-12-26
002921,联诚精密,2017-12-27
002922,伊戈尔,2017-12-29
002923,润都股份,2018-01-05
002925,盈趣科技,2018-01-15
002926,华西证券,2018-02-05
002927,泰永长征,2018-02-23
002928,华夏航空,2018-03-02
002929,润建股份,2018-03-01
002930,宏川智慧,2018-03-28
002931,锋龙股份,2018-04-03
002932,明德生物,2018-07-10
002933,新兴装备,2018-08-28
002935,天奥电子,2018-09-03
002936,郑州银行,2018-09-19
002937,兴瑞科技,2018-09-26
002938,鹏鼎控股,2018-09-18
002939,长城证券,2018-10-26
002940,昂利康,2018-10-23
002941,新疆交建,2018-11-28
002942,新农股份,2018-12-05
002943,宇晶股份,2018-11-29
002945,华林证券,2019-01-17
002946,新乳业,2019-01-25
002947,恒铭达,2019-02-01
002948,青岛银行,2019-01-16
002949,华阳国际,2019-02-26
002950,奥美医疗,2019-03-11
002951,ST金时,2019-03-15
002952,亚世光电,2019-03-28
002953,日丰股份,2019-05-09
002955,鸿合科技,2019-05-23
002956,西麦食品,2019-06-19
002957,科瑞技术,2019-07-26
002958,青农商行,2019-03-26
002959,小熊电器,2019-08-23
002960,青鸟消防,2019-08-09
002961,瑞达期货,2019-09-05
002962,五方光电,2019-09-17
002963,豪尔赛,2019-10-28
002965,祥鑫科技,2019-10-25
002966,苏州银行,2019-08-02
002967,广电计量,2019-11-08
002968,新大正,2019-12-03
002969,嘉美包装,2019-12-02
002970,锐明技术,2019-12-17
002971,和远气体,2020-01-13
002972,科安达,2019-12-27
002973,侨银股份,2020-01-06
002975,博杰股份,2020-02-05
002976,瑞玛精密,2020-03-06
002977,天箭科技,2020-03-17
002978,安宁股份,2020-04-17
002979,雷赛智能,2020-04-08
002980,华盛昌,2020-04-15
002981,朝阳科技,2020-04-17
002982,湘佳股份,2020-04-24
002983,芯瑞达,2020-04-28
002984,森麒麟,2020-09-11
002985,北摩高科,2020-04-29
002986,宇新股份,2020-06-02
002987,京北方,2020-05-07
002988,豪美新材,2020-05-18
002989,中天精装,2020-06-10
002990,盛视科技,2020-05-25
002991,甘源食品,2020-07-31
002992,宝明科技,2020-08-03
002993,奥海科技,2020-08-17
002995,天地在线,2020-08-05
002996,顺博合金,2020-08-28
002997,瑞鹄模具,2020-09-03
002998,优彩资源,2020-09-25
002999,天禾股份,2020-09-03
003000,劲仔食品,2020-09-14
003001,中岩大地,2020-10-13
003002,壶化股份,2020-09-22
003003,天元股份,2020-09-21
003004,声迅股份,2020-11-26
003005,竞业达,2020-09-22
003006,百亚股份,2020-09-21
003007,直真科技,2020-09-23
003008,开普检测,2020-09-23
003009,中天火箭,2020-09-25
003010,若羽臣,2020-09-25
003011,海象新材,2020-09-30
003012,东鹏控股,2020-10-19
003013,地铁设计,2020-10-22
003015,日久光电,2020-10-21
003016,欣贺股份,2020-10-26
003017,大洋生物,2020-10-26
003018,金富科技,2020-11-06
003019,宸展光电,2020-11-17
003020,立方制药,2020-12-15
003021,兆威机电,2020-12-04
003022,联泓新科,2020-12-08
003023,彩虹集团,2020-12-11
003025,思进智能,2020-12-11
003026,中晶科技,2020-12-18
003027,同兴环保,2020-12-18
003028,振邦智能,2020-12-28
003029,吉大正元,2020-12-24
003030,祖名股份,2021-01-06
003031,中瓷电子,2021-01-04
003032,传智教育,2021-01-12
003033,征和工业,2021-01-11
003035,南网能源,2021-01-19
003036,泰坦股份,2021-01-28
003037,三和管桩,2021-02-04
003038,鑫铂股份,2021-02-10
003039,顺控发展,2021-03-08
003040,楚天龙,2021-03-22
003041,真爱美家,2021-04-06
003042,中农联合,2021-04-06
003043,华亚智能,2021-04-06
003816,中国广核,2019-08-26
200002,万科B,
200003,PT金田B,
200011,深物业B,
200012,南  玻Ｂ,
200013,*ST石化B,
200015,PT中浩B,
200016,深康佳Ｂ,
200017,深中华B,
200018,神城B退,
200019,深粮B,
200020,深华发Ｂ,
200024,招商局B,
200025,特  力Ｂ,
200026,飞亚达Ｂ,
200028,一致Ｂ,
200029,深深房Ｂ,
200030,富奥B,
200037,深南电B,
200039,中集B,
200041,*ST本实B,
200045,深纺织Ｂ,
200053,深基地B,
200054,建车B,
200055,方大Ｂ,
200056,皇庭B,
200057,*ST大洋B,
200058,深赛格B,
200152,山航B退,
200160,东沣B退,
200168,*ST舜喆B,
200413,东旭B,
200418,小天鹅B,
200429,粤高速Ｂ,
200468,宁通信B,
200488,晨  鸣Ｂ,
200505,京粮B,
200512,闽灿坤Ｂ,
200513,丽珠B,
200521,虹美菱B,
200530,冰山B,
200539,粤电力Ｂ,
200541,粤照明Ｂ,
200550,江  铃Ｂ,
200553,安道麦B,
200570,苏常柴Ｂ,
200581,苏威孚Ｂ,
200596,古井贡Ｂ,
200613,东海B退,
200625,长  安Ｂ,
200706,瓦轴B,
200725,京东方Ｂ,
200726,鲁  泰Ｂ,
200761,本钢板Ｂ,
200770,武锅B退,
200771,杭汽轮Ｂ,
200869,张  裕Ｂ,
200986,粤华包B,
200992,中  鲁Ｂ,
201872,招港B,
300001,特锐德,2009-10-30
300002,神州泰岳,2009-10-30
300003,乐普医疗,2009-10-30
300004,南风股份,2009-10-30
300005,探路者,2009-10-30
300006,莱美药业,2009-10-30
300007,汉威科技,2009-10-30
300008,天海防务,2009-10-30
300009,安科生物,2009-10-30
300010,*ST豆神,2009-10-30
300011,鼎汉技术,2009-10-30
300012,华测检测,2009-10-30
300013,新宁物流,2009-10-30
300014,亿纬锂能,2009-10-30
300015,爱尔眼科,2009-10-30
300016,北陆药业,2009-10-30
300017,网宿科技,2009-10-30
300018,中元股份,2009-10-30
300019,硅宝科技,2009-10-30
300020,银江技术,2009-10-30
300021,大禹节水,2009-10-30
300022,吉峰科技,2009-10-30
300023,宝德退,
300024,机器人,2009-10-30
300025,华星创业,2009-10-30
300026,红日药业,2009-10-30
300027,华谊兄弟,2009-10-30
300028,金亚退,
300029,ST天龙,2009-12-25
300030,阳普医疗,2009-12-25
300031,宝通科技,2009-12-25
300032,金龙机电,2009-12-25
300033,同花顺,2009-12-25
300034,钢研高纳,2009-12-25
300035,中科电气,2009-12-25
300036,超图软件,2009-12-25
300037,新宙邦,2010-01-08
300038,数知退,
300039,上海凯宝,2010-01-08
300040,九洲集团,2010-01-08
300041,回天新材,2010-01-08
300042,朗科科技,2010-01-08
300043,星辉娱乐,2010-01-20
300044,赛为智能,2010-01-20
300045,华力创通,2010-01-20
300046,台基股份,2010-01-20
300047,天源迪科,2010-01-20
300048,合康新能,2010-01-20
300049,福瑞股份,2010-01-20
300050,世纪鼎利,2010-01-20
300051,琏升科技,2010-02-11
300052,中青宝,2010-02-11
300053,航宇微,2010-02-11
300054,鼎龙股份,2010-02-11
300055,万邦达,2010-02-26
300056,中创环保,2010-02-26
300057,万顺新材,2010-02-26
300058,蓝色光标,2010-02-26
300059,东方财富,2010-03-19
300061,旗天科技,2010-03-19
300062,中能电气,2010-03-19
300063,天龙集团,2010-03-26
300064,金刚退,
300065,海兰信,2010-03-26
300066,三川智慧,2010-03-26
300067,安诺其,2010-04-21
300068,南都电源,2010-04-21
300069,金利华电,2010-04-21
300070,碧水源,2010-04-21
300071,福石控股,2010-04-21
300072,海新能科,2010-04-27
300073,当升科技,2010-04-27
300074,华平股份,2010-04-27
300075,数字政通,2010-04-27
300076,GQY视讯,2010-04-30
300077,国民技术,2010-04-30
300078,思创医惠,2010-04-30
300079,数码视讯,2010-04-30
300080,易成新能,2010-06-25
300081,恒信东方,2010-05-20
300082,奥克股份,2010-05-20
300083,创世纪,2010-05-20
300084,海默科技,2010-05-20
300085,银之杰,2010-05-26
300086,康芝药业,2010-05-26
300087,荃银高科,2010-05-26
300088,长信科技,2010-05-26
300089,文化退,
300090,盛运退,
300091,金通灵,2010-06-25
300092,科新机电,2010-07-08
300093,金刚光伏,2010-07-08
300094,国联水产,2010-07-08
300095,华伍股份,2010-07-28
300096,易联众,2010-07-28
300097,智云股份,2010-07-28
300098,高新兴,2010-07-28
300099,精准信息,2010-08-06
300100,双林股份,2010-08-06
300101,振芯科技,2010-08-06
300102,乾照光电,2010-08-12
300103,达刚控股,2010-08-12
300104,乐视退,
300105,龙源技术,2010-08-20
300106,西部牧业,2010-08-20
300107,建新股份,2010-08-20
300108,*ST吉药,2010-08-25
300109,新开源,2010-08-25
300110,华仁药业,2010-08-25
300111,向日葵,2010-08-27
300112,万讯自控,2010-08-27
300113,顺网科技,2010-08-27
300114,中航电测,2010-08-27
300115,长盈精密,2010-09-02
300116,保力新,2010-09-02
300117,嘉寓股份,2010-09-02
300118,东方日升,2010-09-02
300119,瑞普生物,2010-09-17
300120,经纬辉开,2010-09-17
300121,阳谷华泰,2010-09-17
300122,智飞生物,2010-09-28
300123,亚光科技,2010-09-28
300124,汇川技术,2010-09-28
300125,聆达股份,2010-10-13
300126,锐奇股份,2010-10-13
300127,银河磁体,2010-10-13
300128,锦富技术,2010-10-13
300129,泰胜风能,2010-10-19
300130,新国都,2010-10-19
300131,英唐智控,2010-10-19
300132,青松股份,2010-10-26
300133,华策影视,2010-10-26
300134,大富科技,2010-10-26
300135,宝利国际,2010-10-26
300136,信维通信,2010-11-05
300137,先河环保,2010-11-05
300138,晨光生物,2010-11-05
300139,晓程科技,2010-11-12
300140,节能环境,2010-11-12
300141,和顺电气,2010-11-12
300142,沃森生物,2010-11-12
300143,盈康生命,2010-12-09
300144,宋城演艺,2010-12-09
300145,中金环境,2010-12-09
300146,汤臣倍健,2010-12-15
300147,香雪制药,2010-12-15
300148,天舟文化,2010-12-15
300149,睿智医药,2010-12-22
