stock_code,short_name,exchange,list_date
002842,翔鹭钨业,SZ,2017-01-19
002843,泰嘉股份,SZ,2017-01-20
002845,同兴达,SZ,2017-01-25
002846,英联股份,SZ,2017-02-07
002847,盐津铺子,SZ,2017-02-08
002848,*ST高斯,SZ,2017-02-13
002849,威星智能,SZ,2017-02-17
002850,科达利,SZ,2017-03-02
002851,麦格米特,SZ,2017-03-06
002852,道道全,SZ,2017-03-10
002853,皮阿诺,SZ,2017-03-10
002855,捷荣技术,SZ,2017-03-21
002856,美芝股份,SZ,2017-03-20
002857,三晖电气,SZ,2017-03-23
002858,力盛体育,SZ,2017-03-24
002859,洁美科技,SZ,2017-04-07
002860,星帅尔,SZ,2017-04-12
002861,瀛通通讯,SZ,2017-04-13
002862,实丰文化,SZ,2017-04-11
002863,今飞凯达,SZ,2017-04-18
002864,盘龙药业,SZ,2017-11-16
002865,钧达股份,SZ,2017-04-25
002866,传艺科技,SZ,2017-04-26
002867,周大生,SZ,2017-04-27
002868,*ST绿康,SZ,2017-05-03
002869,金溢科技,SZ,2017-05-15
002870,香山股份,SZ,2017-05-15
002871,伟隆股份,SZ,2017-05-11
002872,ST天圣,SZ,2017-05-19
002873,新天药业,SZ,2017-05-19
002875,安奈儿,SZ,2017-06-01
002876,三利谱,SZ,2017-05-25
002877,智能自控,SZ,2017-06-05
002878,元隆雅图,SZ,2017-06-06
002879,长缆科技,SZ,2017-07-07
002880,卫光生物,SZ,2017-06-16
002881,美格智能,SZ,2017-06-22
002882,金龙羽,SZ,2017-07-17
002883,中设股份,SZ,2017-06-20
002884,凌霄泵业,SZ,2017-07-11
002885,京泉华,SZ,2017-06-27
002886,沃特股份,SZ,2017-06-27
002887,绿茵生态,SZ,2017-08-01
002888,惠威科技,SZ,2017-07-21
002889,东方嘉盛,SZ,2017-07-31
002890,弘宇股份,SZ,2017-08-02
002891,中宠股份,SZ,2017-08-21
002892,科力尔,SZ,2017-08-17
002893,京能热力,SZ,2017-09-15
002895,川恒股份,SZ,2017-08-25
002896,中大力德,SZ,2017-08-29
002897,意华股份,SZ,2017-09-07
002898,*ST赛隆,SZ,2017-09-12
002899,英派斯,SZ,2017-09-15
002900,哈三联,SZ,2017-09-22
002901,大博医疗,SZ,2017-09-22
002902,铭普光磁,SZ,2017-09-29
002903,宇环数控,SZ,2017-10-13
002905,金逸影视,SZ,2017-10-16
002906,华阳集团,SZ,2017-10-13
002907,华森制药,SZ,2017-10-20
002908,德生科技,SZ,2017-10-20
002909,集泰股份,SZ,2017-10-26
002910,庄园牧场,SZ,2017-10-31
002911,佛燃能源,SZ,2017-11-22
002912,中新赛克,SZ,2017-11-21
002913,奥士康,SZ,2017-12-01
002915,中欣氟材,SZ,2017-12-05
002916,深南电路,SZ,2017-12-13
002917,金奥博,SZ,2017-12-08
002918,蒙娜丽莎,SZ,2017-12-19
002919,名臣健康,SZ,2017-12-18
002920,德赛西威,SZ,2017-12-26
002921,联诚精密,SZ,2017-12-27
002922,伊戈尔,SZ,2017-12-29
002923,润都股份,SZ,2018-01-05
002925,盈趣科技,SZ,2018-01-15
002926,华西证券,SZ,2018-02-05
002927,泰永长征,SZ,2018-02-23
002928,华夏航空,SZ,2018-03-02
002929,润建股份,SZ,2018-03-01
002930,宏川智慧,SZ,2018-03-28
002931,锋龙股份,SZ,2018-04-03
002932,明德生物,SZ,2018-07-10
002933,新兴装备,SZ,2018-08-28
002935,天奥电子,SZ,2018-09-03
002936,郑州银行,SZ,2018-09-19
002937,兴瑞科技,SZ,2018-09-26
002938,鹏鼎控股,SZ,2018-09-18
002939,长城证券,SZ,2018-10-26
002940,昂利康,SZ,2018-10-23
002941,新疆交建,SZ,2018-11-28
002942,新农股份,SZ,2018-12-05
002943,宇晶股份,SZ,2018-11-29
002945,华林证券,SZ,2019-01-17
002946,新乳业,SZ,2019-01-25
002947,恒铭达,SZ,2019-02-01
002948,青岛银行,SZ,2019-01-16
002949,华阳国际,SZ,2019-02-26
002950,奥美医疗,SZ,2019-03-11
002951,金时科技,SZ,2019-03-15
002952,亚世光电,SZ,2019-03-28
002953,日丰股份,SZ,2019-05-09
002955,鸿合科技,SZ,2019-05-23
002956,西麦食品,SZ,2019-06-19
002957,科瑞技术,SZ,2019-07-26
002958,青农商行,SZ,2019-03-26
002959,小熊电器,SZ,2019-08-23
002960,青鸟消防,SZ,2019-08-09
002961,瑞达期货,SZ,2019-09-05
002962,五方光电,SZ,2019-09-17
002963,豪尔赛,SZ,2019-10-28
002965,祥鑫科技,SZ,2019-10-25
002966,苏州银行,SZ,2019-08-02
002967,广电计量,SZ,2019-11-08
002968,新大正,SZ,2019-12-03
002969,嘉美包装,SZ,2019-12-02
002970,锐明技术,SZ,2019-12-17
002971,和远气体,SZ,2020-01-13
002972,科安达,SZ,2019-12-27
002973,侨银股份,SZ,2020-01-06
002975,博杰股份,SZ,2020-02-05
002976,瑞玛精密,SZ,2020-03-06
002977,天箭科技,SZ,2020-03-17
002978,安宁股份,SZ,2020-04-17
002979,雷赛智能,SZ,2020-04-08
002980,华盛昌,SZ,2020-04-15
002981,朝阳科技,SZ,2020-04-17
002982,湘佳股份,SZ,2020-04-24
002983,芯瑞达,SZ,2020-04-28
002984,森麒麟,SZ,2020-09-11
002985,北摩高科,SZ,2020-04-29
002986,宇新股份,SZ,2020-06-02
002987,京北方,SZ,2020-05-07
002988,豪美新材,SZ,2020-05-18
002989,中天精装,SZ,2020-06-10
002990,盛视科技,SZ,2020-05-25
002991,甘源食品,SZ,2020-07-31
002992,宝明科技,SZ,2020-08-03
002993,奥海科技,SZ,2020-08-17
002995,天地在线,SZ,2020-08-05
002996,顺博合金,SZ,2020-08-28
002997,瑞鹄模具,SZ,2020-09-03
002998,优彩资源,SZ,2020-09-25
002999,天禾股份,SZ,2020-09-03
003000,劲仔食品,SZ,2020-09-14
003001,中岩大地,SZ,2020-10-13
003002,壶化股份,SZ,2020-09-22
003003,天元股份,SZ,2020-09-21
003004,*ST声迅,SZ,2020-11-26
003005,竞业达,SZ,2020-09-22
003006,百亚股份,SZ,2020-09-21
003007,直真科技,SZ,2020-09-23
003008,开普检测,SZ,2020-09-23
003009,中天火箭,SZ,2020-09-25
003010,若羽臣,SZ,2020-09-25
003011,海象新材,SZ,2020-09-30
003012,东鹏控股,SZ,2020-10-19
003013,地铁设计,SZ,2020-10-22
003015,日久光电,SZ,2020-10-21
003016,欣贺股份,SZ,2020-10-26
003017,大洋生物,SZ,2020-10-26
003018,金富科技,SZ,2020-11-06
003019,宸展光电,SZ,2020-11-17
003020,立方制药,SZ,2020-12-15
003021,兆威机电,SZ,2020-12-04
003022,联泓新科,SZ,2020-12-08
003023,彩虹集团,SZ,2020-12-11
003025,思进智能,SZ,2020-12-11
003026,中晶科技,SZ,2020-12-18
003027,同兴科技,SZ,2020-12-18
003028,振邦智能,SZ,2020-12-28
003029,吉大正元,SZ,2020-12-24
003030,祖名股份,SZ,2021-01-06
003031,中瓷电子,SZ,2021-01-04
003032,*ST传智,SZ,2021-01-12
003033,征和工业,SZ,2021-01-11
003035,南网能源,SZ,2021-01-19
003036,泰坦股份,SZ,2021-01-28
003037,三和管桩,SZ,2021-02-04
003038,鑫铂股份,SZ,2021-02-10
003039,顺控发展,SZ,2021-03-08
003040,楚天龙,SZ,2021-03-22
003041,真爱美家,SZ,2021-04-06
003042,中农联合,SZ,2021-04-06
003043,华亚智能,SZ,2021-04-06
003816,中国广核,SZ,2019-08-26
300001,特锐德,SZ,2009-10-30
300002,神州泰岳,SZ,2009-10-30
300003,乐普医疗,SZ,2009-10-30
300004,南风股份,SZ,2009-10-30
300005,探路者,SZ,2009-10-30
300006,莱美药业,SZ,2009-10-30
300007,汉威科技,SZ,2009-10-30
300008,天海防务,SZ,2009-10-30
300009,安科生物,SZ,2009-10-30
300010,豆神教育,SZ,2009-10-30
300011,鼎汉技术,SZ,2009-10-30
300012,华测检测,SZ,2009-10-30
300013,新宁物流,SZ,2009-10-30
300014,亿纬锂能,SZ,2009-10-30
300015,爱尔眼科,SZ,2009-10-30
300016,北陆药业,SZ,2009-10-30
300017,网宿科技,SZ,2009-10-30
300018,中元股份,SZ,2009-10-30
300019,硅宝科技,SZ,2009-10-30
300020,ST银江,SZ,2009-10-30
300021,大禹节水,SZ,2009-10-30
300022,吉峰科技,SZ,2009-10-30
300023,宝德退,SZ,
300024,机器人,SZ,2009-10-30
300025,华星创业,SZ,2009-10-30
300026,红日药业,SZ,2009-10-30
300027,华谊兄弟,SZ,2009-10-30
300028,金亚退,SZ,
300029,*ST天龙,SZ,2009-12-25
300030,阳普医疗,SZ,2009-12-25
300031,宝通科技,SZ,2009-12-25
300032,金龙机电,SZ,2009-12-25
300033,同花顺,SZ,2009-12-25
300034,钢研高纳,SZ,2009-12-25
300035,中科电气,SZ,2009-12-25
300036,超图软件,SZ,2009-12-25
300037,新宙邦,SZ,2010-01-08
300038,数知退,SZ,
300039,上海凯宝,SZ,2010-01-08
300040,九洲集团,SZ,2010-01-08
300041,回天新材,SZ,2010-01-08
300042,朗科科技,SZ,2010-01-08
300043,星辉娱乐,SZ,2010-01-20
300044,ST赛为,SZ,2010-01-20
300045,华力创通,SZ,2010-01-20
300046,台基股份,SZ,2010-01-20
300047,天源迪科,SZ,2010-01-20
300048,合康新能,SZ,2010-01-20
300049,福瑞股份,SZ,2010-01-20
300050,世纪鼎利,SZ,2010-01-20
300051,琏升科技,SZ,2010-02-11
300052,ST中青宝,SZ,2010-02-11
300053,航宇微,SZ,2010-02-11
300054,鼎龙股份,SZ,2010-02-11
300055,万邦达,SZ,2010-02-26
300056,中创环保,SZ,2010-02-26
300057,万顺新材,SZ,2010-02-26
300058,蓝色光标,SZ,2010-02-26
300059,东方财富,SZ,2010-03-19
300061,旗天科技,SZ,2010-03-19
300062,中能电气,SZ,2010-03-19
300063,天龙集团,SZ,2010-03-26
300064,金刚退,SZ,
300065,海兰信,SZ,2010-03-26
300066,三川智慧,SZ,2010-03-26
300067,安诺其,SZ,2010-04-21
300068,南都电源,SZ,2010-04-21
300069,金利华电,SZ,2010-04-21
300070,碧水源,SZ,2010-04-21
300071,福石控股,SZ,2010-04-21
300072,海新能科,SZ,2010-04-27
300073,当升科技,SZ,2010-04-27
300074,华平股份,SZ,2010-04-27
300075,数字政通,SZ,2010-04-27
300076,GQY视讯,SZ,2010-04-30
300077,国民技术,SZ,2010-04-30
300078,思创医惠,SZ,2010-04-30
300079,数码视讯,SZ,2010-04-30
300080,易成新能,SZ,2010-06-25
300081,恒信东方,SZ,2010-05-20
300082,奥克股份,SZ,2010-05-20
300083,创世纪,SZ,2010-05-20
300084,海默科技,SZ,2010-05-20
300085,银之杰,SZ,2010-05-26
300086,康芝药业,SZ,2010-05-26
300087,荃银高科,SZ,2010-05-26
300088,长信科技,SZ,2010-05-26
300089,文化退,SZ,
300090,盛运退,SZ,
300091,金通灵,SZ,2010-06-25
300092,科新机电,SZ,2010-07-08
300093,*ST金刚,SZ,2010-07-08
300094,国联水产,SZ,2010-07-08
300095,华伍股份,SZ,2010-07-28
300096,ST易联众,SZ,2010-07-28
300097,ST智云,SZ,2010-07-28
300098,高新兴,SZ,2010-07-28
300099,尤洛卡,SZ,2010-08-06
300100,双林股份,SZ,2010-08-06
300101,振芯科技,SZ,2010-08-06
300102,乾照光电,SZ,2010-08-12
300103,达刚控股,SZ,2010-08-12
300104,乐视退,SZ,
300105,龙源技术,SZ,2010-08-20
300106,西部牧业,SZ,2010-08-20
300107,建新股份,SZ,2010-08-20
300108,*ST吉药,SZ,2010-08-25
300109,新开源,SZ,2010-08-25
300110,华仁药业,SZ,2010-08-25
300111,向日葵,SZ,2010-08-27
300112,万讯自控,SZ,2010-08-27
300113,顺网科技,SZ,2010-08-27
300115,长盈精密,SZ,2010-09-02
300116,*ST保力,SZ,2010-09-02
300117,*ST嘉寓,SZ,2010-09-02
300118,东方日升,SZ,2010-09-02
300119,瑞普生物,SZ,2010-09-17
300120,经纬辉开,SZ,2010-09-17
300121,阳谷华泰,SZ,2010-09-17
300122,智飞生物,SZ,2010-09-28
300123,亚光科技,SZ,2010-09-28
300124,汇川技术,SZ,2010-09-28
300125,*ST聆达,SZ,2010-10-13
300126,锐奇股份,SZ,2010-10-13
300127,银河磁体,SZ,2010-10-13
300128,锦富技术,SZ,2010-10-13
300129,泰胜风能,SZ,2010-10-19
300130,新国都,SZ,2010-10-19
300131,英唐智控,SZ,2010-10-19
300132,青松股份,SZ,2010-10-26
300133,华策影视,SZ,2010-10-26
300134,大富科技,SZ,2010-10-26
300135,宝利国际,SZ,2010-10-26
300136,信维通信,SZ,2010-11-05
300137,ST先河,SZ,2010-11-05
300138,晨光生物,SZ,2010-11-05
300139,晓程科技,SZ,2010-11-12
300140,节能环境,SZ,2010-11-12
300141,和顺电气,SZ,2010-11-12
300142,沃森生物,SZ,2010-11-12
300143,盈康生命,SZ,2010-12-09
300144,宋城演艺,SZ,2010-12-09
300145,南方泵业,SZ,2010-12-09
300146,汤臣倍健,SZ,2010-12-15
300147,ST香雪,SZ,2010-12-15
300148,天舟文化,SZ,2010-12-15
300149,睿智医药,SZ,2010-12-22
300150,世纪瑞尔,SZ,2010-12-22
300151,昌红科技,SZ,2010-12-22
300152,ST新动力,SZ,2010-12-29
300153,科泰电源,SZ,2010-12-29
300154,瑞凌股份,SZ,2010-12-29
300155,安居宝,SZ,2011-01-07
300156,神雾退,SZ,
300157,新锦动力,SZ,2011-01-07
300158,振东制药,SZ,2011-01-07
300159,*ST新研,SZ,2011-01-07
300160,秀强股份,SZ,2011-01-13
300161,华中数控,SZ,2011-01-13
300162,雷曼光电,SZ,2011-01-13
300163,先锋新材,SZ,2011-01-13
300164,通源石油,SZ,2011-01-13
300165,ST天瑞,SZ,2011-01-25
300166,东方国信,SZ,2011-01-25
300167,ST迪威迅,SZ,2011-01-25
300168,万达信息,SZ,2011-01-25
300169,天晟新材,SZ,2011-01-25
300170,汉得信息,SZ,2011-02-01
300171,东富龙,SZ,2011-02-01
300172,中电环保,SZ,2011-02-01
300173,福能东方,SZ,2011-02-01
300174,元力股份,SZ,2011-02-01
300175,ST朗源,SZ,2011-02-15
300176,鸿特科技,SZ,2011-02-15
300177,中海达,SZ,2011-02-15
300178,腾邦退,SZ,
300179,四方达,SZ,2011-02-15
300180,华峰超纤,SZ,2011-02-22
300181,佐力药业,SZ,2011-02-22
300182,捷成股份,SZ,2011-02-22
300183,东软载波,SZ,2011-02-22
300184,力源信息,SZ,2011-02-22
300185,通裕重工,SZ,2011-03-08
300186,大华农,SZ,
300187,永清环保,SZ,2011-03-08
300188,国投智能,SZ,2011-03-16
300189,神农种业,SZ,2011-03-16
300190,维尔利,SZ,2011-03-16
300191,潜能恒信,SZ,2011-03-16
300192,科德教育,SZ,2011-03-22
300193,佳士科技,SZ,2011-03-22
300194,福安药业,SZ,2011-03-22
300195,长荣股份,SZ,2011-03-29
300196,长海股份,SZ,2011-03-29
300197,节能铁汉,SZ,2011-03-29
300198,ST纳川,SZ,2011-04-07
300199,翰宇药业,SZ,2011-04-07
300200,高盟新材,SZ,2011-04-07
300201,海伦哲,SZ,2011-04-07
300202,聚龙退,SZ,
300203,聚光科技,SZ,2011-04-15
300204,舒泰神,SZ,2011-04-15
300205,*ST天喻,SZ,2011-04-21
300206,理邦仪器,SZ,2011-04-21
300207,欣旺达,SZ,2011-04-21
300208,中程退,SZ,2011-04-26
300209,有棵树,SZ,2011-04-26
300210,森远股份,SZ,2011-04-26
300211,*ST亿通,SZ,2011-05-05
300212,易华录,SZ,2011-05-05
300213,佳讯飞鸿,SZ,2011-05-05
300214,日科化学,SZ,2011-05-11
300215,电科院,SZ,2011-05-11
300216,千山退,SZ,
300217,东方电热,SZ,2011-05-18
300218,安利股份,SZ,2011-05-18
300219,鸿利智汇,SZ,2011-05-18
300220,金运激光,SZ,2011-05-25
300221,银禧科技,SZ,2011-05-25
300222,科大智能,SZ,2011-05-25
300223,北京君正,SZ,2011-05-31
300224,正海磁材,SZ,2011-05-31
300225,*ST金泰,SZ,2011-05-31
300226,上海钢联,SZ,2011-06-08
300227,光韵达,SZ,2011-06-08
300228,富瑞特装,SZ,2011-06-08
300229,拓尔思,SZ,2011-06-15
300230,永利股份,SZ,2011-06-15
300231,银信科技,SZ,2011-06-15
300232,洲明科技,SZ,2011-06-22
300233,金城医药,SZ,2011-06-22
300234,开尔新材,SZ,2011-06-22
300235,方直科技,SZ,2011-06-29
300236,上海新阳,SZ,2011-06-29
300237,美晨科技,SZ,2011-06-29
300238,冠昊生物,SZ,2011-07-06
300239,东宝生物,SZ,2011-07-06
300240,飞力达,SZ,2011-07-06
300241,瑞丰光电,SZ,2011-07-12
300242,佳云科技,SZ,2011-07-12
300243,瑞丰高材,SZ,2011-07-12
300244,迪安诊断,SZ,2011-07-19
300245,天玑科技,SZ,2011-07-19
300246,宝莱特,SZ,2011-07-19
300247,融捷健康,SZ,2011-07-29
300248,新开普,SZ,2011-07-29
300249,依米康,SZ,2011-08-03
300250,初灵信息,SZ,2011-08-03
300251,光线传媒,SZ,2011-08-03
300252,金信诺,SZ,2011-08-18
300253,卫宁健康,SZ,2011-08-18
300254,仟源医药,SZ,2011-08-19
300255,常山药业,SZ,2011-08-19
300256,星星科技,SZ,2011-08-19
300257,开山股份,SZ,2011-08-19
300258,精锻科技,SZ,2011-08-26
300259,新天科技,SZ,2011-08-31
300260,新莱应材,SZ,2011-09-06
300261,雅本化学,SZ,2011-09-06
300262,*ST巴安,SZ,2011-09-16
300263,隆华科技,SZ,2011-09-16
300264,佳创视讯,SZ,2011-09-16
300265,通光线缆,SZ,2011-09-16
300266,兴源环境,SZ,2011-09-27
300267,尔康制药,SZ,2011-09-27
300268,*ST佳沃,SZ,2011-09-27
300269,联建光电,SZ,2011-10-12
300270,中威电子,SZ,2011-10-12
300271,华宇软件,SZ,2011-10-26
300272,开能健康,SZ,2011-11-02
300273,和佳退,SZ,
300274,阳光电源,SZ,2011-11-02
300275,梅安森,SZ,2011-11-02
300276,三丰智能,SZ,2011-11-15
300277,海联讯,SZ,2011-11-23
300278,华昌达,SZ,2011-12-16
300279,和晶科技,SZ,2011-12-29
300280,*ST紫天,SZ,2011-12-29
300281,金明精机,SZ,2011-12-29
300282,三盛退,SZ,2011-12-29
300283,温州宏丰,SZ,2012-01-10
300284,苏交科,SZ,2012-01-10
300285,国瓷材料,SZ,2012-01-13
300286,安科瑞,SZ,2012-01-13
300287,飞利信,SZ,2012-02-01
300288,朗玛信息,SZ,2012-02-16
300289,利德曼,SZ,2012-02-16
300290,荣科科技,SZ,2012-02-16
300291,百纳千成,SZ,2012-02-09
300292,吴通控股,SZ,2012-02-29
300293,蓝英装备,SZ,2012-03-08
300294,博雅生物,SZ,2012-03-08
300295,三六五网,SZ,2012-03-15
300296,利亚德,SZ,2012-03-15
300297,蓝盾退,SZ,
300298,三诺生物,SZ,2012-03-19
300299,富春股份,SZ,2012-03-19
300300,ST峡创,SZ,2012-03-19
300301,ST长方,SZ,2012-03-21
300302,同有科技,SZ,2012-03-21
300303,聚飞光电,SZ,2012-03-19
300304,云意电气,SZ,2012-03-21
300305,裕兴股份,SZ,2012-03-29
300306,远方信息,SZ,2012-03-29
300307,慈星股份,SZ,2012-03-29
300308,中际旭创,SZ,2012-04-10
300309,吉艾退,SZ,
300310,宜通世纪,SZ,2012-04-25
300311,ST任子行,SZ,2012-04-25
300312,邦讯退,SZ,
300313,*ST天山,SZ,2012-04-25
300314,戴维医疗,SZ,2012-05-08
300315,掌趣科技,SZ,2012-05-11
300316,晶盛机电,SZ,2012-05-11
300317,珈伟新能,SZ,2012-05-11
300318,博晖创新,SZ,2012-05-23
300319,麦捷科技,SZ,2012-05-23
300320,海达股份,SZ,2012-06-01
300321,同大股份,SZ,2012-05-23
300322,硕贝德,SZ,2012-06-08
300323,华灿光电,SZ,2012-06-01
300324,旋极信息,SZ,2012-06-08
300325,德威退,SZ,
300326,ST凯利,SZ,2012-06-13
300327,中颖电子,SZ,2012-06-13
300328,宜安科技,SZ,2012-06-19
300329,海伦钢琴,SZ,2012-06-19
300330,计通退,SZ,
300331,苏大维格,SZ,2012-06-28
300332,天壕能源,SZ,2012-06-28
300333,兆日科技,SZ,2012-06-28
300334,津膜科技,SZ,2012-07-05
300335,迪森股份,SZ,2012-07-10
300336,新文退,SZ,
300337,银邦股份,SZ,2012-07-18
300338,ST开元,SZ,2012-07-26
300339,润和软件,SZ,2012-07-18
300340,科恒股份,SZ,2012-07-26
300341,麦克奥迪,SZ,2012-07-26
300342,天银机电,SZ,2012-07-26
300343,ST联创,SZ,2012-08-01
300344,ST立方,SZ,2012-08-01
300345,华民股份,SZ,2012-08-01
300346,南大光电,SZ,2012-08-07
300347,泰格医药,SZ,2012-08-17
300348,长亮科技,SZ,2012-08-17
300349,金卡智能,SZ,2012-08-17
300350,华鹏飞,SZ,2012-08-21
300351,永贵电器,SZ,2012-09-20
300352,北信源,SZ,2012-09-12
300353,东土科技,SZ,2012-09-27
300354,东华测试,SZ,2012-09-20
300355,蒙草生态,SZ,2012-09-27
300356,光一退,SZ,
300357,我武生物,SZ,2014-01-21
300358,楚天科技,SZ,2014-01-21
300359,全通教育,SZ,2014-01-21
300360,炬华科技,SZ,2014-01-21
300362,天翔退,SZ,
300363,博腾股份,SZ,2014-01-29
300364,中文在线,SZ,2015-01-21
300365,恒华科技,SZ,2014-01-23
300366,创意信息,SZ,2014-01-27
300367,网力退,SZ,
300368,汇金股份,SZ,2014-01-23
300369,绿盟科技,SZ,2014-01-29
300370,安控科技,SZ,2014-01-23
300371,汇中股份,SZ,2014-01-23
300372,欣泰退,SZ,
300373,扬杰科技,SZ,2014-01-23
300374,中铁装配,SZ,2015-03-19
300375,鹏翎股份,SZ,2014-01-27
300376,ST易事特,SZ,2014-01-27
300377,赢时胜,SZ,2014-01-27
300378,鼎捷数智,SZ,2014-01-27
300379,*ST东通,SZ,2014-01-28
300380,安硕信息,SZ,2014-01-28
300381,溢多利,SZ,2014-01-28
300382,斯莱克,SZ,2014-01-29
300383,光环新网,SZ,2014-01-29
300384,三联虹普,SZ,2014-08-01
300385,雪浪环境,SZ,2014-06-26
300386,飞天诚信,SZ,2014-06-26
300387,富邦科技,SZ,2014-07-02
300388,节能国祯,SZ,2014-08-01
300389,艾比森,SZ,2014-08-01
300390,天华新能,SZ,2014-07-31
300391,*ST长药,SZ,2014-08-01
300392,腾信退,SZ,
300393,中来股份,SZ,2014-09-12
300394,天孚通信,SZ,2015-02-17
300395,菲利华,SZ,2014-09-10
300396,迪瑞医疗,SZ,2014-09-10
300397,天和防务,SZ,2014-09-10
300398,飞凯材料,SZ,2014-10-09
300399,天利科技,SZ,2014-10-09
300400,劲拓股份,SZ,2014-10-10
300401,花园生物,SZ,2014-10-09
300402,宝色股份,SZ,2014-10-10
300403,汉宇集团,SZ,2014-10-30
300404,博济医药,SZ,2015-04-24
300405,科隆股份,SZ,2014-10-30
300406,九强生物,SZ,2014-10-30
300407,凯发电气,SZ,2014-12-03
300408,三环集团,SZ,2014-12-03
300409,道氏技术,SZ,2014-12-03
300410,正业科技,SZ,2014-12-31
300411,金盾股份,SZ,2014-12-31
300412,迦南科技,SZ,2014-12-31
300413,芒果超媒,SZ,2015-01-21
300414,中光防雷,SZ,2015-05-13
300415,伊之密,SZ,2015-01-23
300416,苏试试验,SZ,2015-01-22
300417,南华仪器,SZ,2015-01-23
300418,昆仑万维,SZ,2015-01-21
300419,ST浩丰,SZ,2015-01-22
300420,五洋自控,SZ,2015-02-17
300421,力星股份,SZ,2015-02-17
300422,博世科,SZ,2015-02-17
300423,昇辉科技,SZ,2015-02-17
300424,航新科技,SZ,2015-04-22
300425,中建环能,SZ,2015-02-16
300426,华智数媒,SZ,2015-02-17
300427,红相股份,SZ,2015-02-17
300428,立中集团,SZ,2015-03-19
300429,强力新材,SZ,2015-03-24
300430,诚益通,SZ,2015-03-19
300431,暴风退,SZ,
300432,富临精工,SZ,2015-03-19
300433,蓝思科技,SZ,2015-03-18
300434,金石亚药,SZ,2015-04-24
300435,中泰股份,SZ,2015-03-26
300436,广生堂,SZ,2015-04-22
300437,清水源,SZ,2015-04-23
300438,鹏辉能源,SZ,2015-04-24
300439,美康生物,SZ,2015-04-22
300440,运达科技,SZ,2015-04-23
300441,鲍斯股份,SZ,2015-04-23
300442,润泽科技,SZ,2015-04-24
300443,金雷股份,SZ,2015-04-22
300444,双杰电气,SZ,2015-04-23
300445,康斯特,SZ,2015-04-24
300446,航天智造,SZ,2015-04-23
300447,全信股份,SZ,2015-04-22
300448,浩云科技,SZ,2015-04-24
300449,汉邦高科,SZ,2015-04-22
300450,先导智能,SZ,2015-05-18
300451,创业慧康,SZ,2015-05-14
300452,山河药辅,SZ,2015-05-15
300453,三鑫医疗,SZ,2015-05-15
300454,深信服,SZ,2018-05-16
300455,航天智装,SZ,2015-05-15
300456,赛微电子,SZ,2015-05-14
300457,赢合科技,SZ,2015-05-14
300458,全志科技,SZ,2015-05-15
300459,汤姆猫,SZ,2015-05-15
300460,惠伦晶体,SZ,2015-05-15
300461,田中精机,SZ,2015-05-19
300462,ST华铭,SZ,2015-05-27
300463,迈克生物,SZ,2015-05-28
300464,星徽股份,SZ,2015-06-10
300465,高伟达,SZ,2015-05-28
300466,赛摩智能,SZ,2015-05-28
300467,迅游科技,SZ,2015-05-27
300468,四方精创,SZ,2015-05-27
300469,信息发展,SZ,2015-06-11
300470,中密控股,SZ,2015-06-12
300471,厚普股份,SZ,2015-06-11
300472,*ST新元,SZ,2015-06-11
300473,德尔股份,SZ,2015-06-12
300474,景嘉微,SZ,2016-03-31
300475,香农芯创,SZ,2015-06-10
300476,胜宏科技,SZ,2015-06-11
300477,ST合纵,SZ,2015-06-10
300478,杭州高新,SZ,2015-06-10
300479,神思电子,SZ,2015-06-12
300480,光力科技,SZ,2015-07-02
300481,濮阳惠成,SZ,2015-06-30
300482,万孚生物,SZ,2015-06-30
300483,首华燃气,SZ,2015-06-30
300484,蓝海华腾,SZ,2016-03-22
300485,赛升药业,SZ,2015-06-26
300486,东杰智能,SZ,2015-06-30
300487,蓝晓科技,SZ,2015-07-02
300488,恒锋工具,SZ,2015-07-01
300489,光智科技,SZ,2015-07-01
300490,华自科技,SZ,2015-12-31
300491,通合科技,SZ,2015-12-31
300492,华图山鼎,SZ,2015-12-23
300493,润欣科技,SZ,2015-12-10
300494,盛天网络,SZ,2015-12-31
300495,*ST美尚,SZ,2015-12-22
300496,中科创达,SZ,2015-12-10
300497,富祥药业,SZ,2015-12-22
300498,温氏股份,SZ,2015-11-02
300499,高澜股份,SZ,2016-02-02
300500,启迪设计,SZ,2016-02-04
300501,海顺新材,SZ,2016-02-04
300502,新易盛,SZ,2016-03-03
300503,昊志机电,SZ,2016-03-09
300504,天邑股份,SZ,2018-03-30
300505,川金诺,SZ,2016-03-15
300506,ST名家汇,SZ,2016-03-24
300507,苏奥传感,SZ,2016-04-29
300508,维宏股份,SZ,2016-04-19
300509,新美星,SZ,2016-04-25
300510,金冠股份,SZ,2016-05-06
300511,雪榕生物,SZ,2016-05-04
300512,中亚股份,SZ,2016-05-26
300513,恒实科技,SZ,2016-05-30
300514,友讯达,SZ,2017-04-26
300515,三德科技,SZ,2016-06-08
300516,久之洋,SZ,2016-06-02
300517,海波重科,SZ,2016-07-19
300518,新迅达,SZ,2016-06-24
300519,新光药业,SZ,2016-06-24
300520,科大国创,SZ,2016-07-08
300521,爱司凯,SZ,2016-07-05
300522,世名科技,SZ,2016-07-05
300523,辰安科技,SZ,2016-07-26
300525,博思软件,SZ,2016-07-26
300526,中潜退,SZ,
300527,ST应急,SZ,2016-08-05
300528,幸福蓝海,SZ,2016-08-08
